y_fitted
-4.5474215
2.3037522
-5.0254326
-2.2237594
-0.6775935
-1.4832397
-1.0260487
1.3665562
3.3124208
0.2991651
4.7194896
-0.86752737
0.08551084
-0.7521762
3.8153822
-3.339835
-0.46591607
-0.83715063
3.391383
1.0094502
2.0265331
-0.9488337
-0.50386155
0.70169866
1.0373776
-0.36564583
1.1861057
-3.1319747
-4.5381265
-5.375374
-0.13184114
1.6369312
-4.183567
1.862815
-2.361891
0.42452553
1.2167319
1.631247
-1.7912487
-2.5186508
2.465744
-2.9140894
-3.053071
3.1991518
3.6250885
-0.6191603
2.5260727
0.4814567
2.933201
-1.8074435
-2.556937
3.905124
-2.8685462
-3.4116437
-5.4555483
-3.1538534
-1.0449439
0.65222746
-5.300263
-3.6427372
-1.5589001
-1.4782823
0.8839754
-0.9453885
-1.8349085
-0.81606466
-1.9672836
0.98523074
-2.1943676
-1.1593782
-0.8062339
0.29052395
3.417386
-1.4734644
1.1699235
-0.9610041
-2.8829095
1.1573744
0.15197472
1.7018528
-4.93242
-3.1767135
3.3245597
0.83043087
-2.7763069
1.5334253
0.46780428
0.66017133
2.984687
1.3267146
-3.7304866
0.663561
2.4089336
4.299788
-1.6094829
-1.2219402
-3.213535
-1.2233487
0.29604545
3.4042923
3.8717537
-1.499038
1.1298283
-1.0471892
2.8233995
1.3118756
2.4689455
1.0356663
-1.7851973
-0.71957564
1.3261106
-0.05009764
1.1762592
2.5568469
0.47381863
2.524053
0.77294874
-0.648661
3.782682
0.8709985
-2.7162657
4.7631683
-4.502026
2.4327047
3.9279308
-0.21884713
0.0050341277
-5.4475513
-3.4622395
-1.3782718
-0.10504036
0.2845225
-1.017422
-0.2632011
4.92845
-0.96605766
3.3779416
-1.6997757
-3.027571
-3.256711
3.083318
0.6809463
1.5224473
1.5588299
-2.0572896
-4.045165
1.3432982
-1.3193738
0.22297889
0.8623841
2.617295
0.10937758
-0.8379961
-3.0438404
0.13502894
1.8672937
0.90284246
-0.25137943
-2.2910004
-0.8860924
0.5772373
8.383403
1.2197891
1.4545622
1.7791922
0.39922053
2.0861304
-3.5030491
-2.0265374
4.1947546
1.0493315
0.28141975
0.7085338
2.0069613
-0.2114437
-2.0903218
-2.5007322
1.0165777
0.6096769
2.186508
-3.3779094
1.8290621
-5.4787574
-1.6085774
0.88526815
-0.7350636
-1.8282491
2.5262768
-0.9552836
1.8740556
-1.1235458
4.7108297
2.6346545
3.0647783
-0.23186992
-3.0179968
-0.4744867
0.05073165
-1.4873676
0.07564484
-0.35968417
1.3557043
4.029731
-2.8057547
0.68652153
1.4953544
-1.6574055
0.853332
-0.6371934
-0.76972973
1.5428925
4.5068526
-2.1341245
-1.2358698
-0.88933194
-2.6390364
-2.7279615
3.3419878
-0.4526551
-0.1456001
0.9745203
0.030295555
3.0095837
4.1947374
2.1280494
3.9729354
1.5975263
0.5187828
1.1959784
-2.8565924
0.03809637
5.466387
-4.567324
-0.770207
2.1217093
-1.1747559
-1.8262151
-0.94190913
-1.6036971
0.75228673
0.11013582
-2.7051706
0.85097766
2.9940295
4.9546466
-1.0251149
-1.0756038
-0.14897522
0.47634417
-0.5506159
-0.58528554
0.77607423
-1.1616585
-2.1509004
4.075168
0.36062202
-1.8958483
-0.06853963
0.131754
0.8104309
2.2207487
1.974329
-2.8958578
-0.55786043
2.6750164
-2.3597808
3.7416823
6.6377187
-1.1395404
0.33489925
1.5330663
-0.18234332
0.7970172
-2.846834
6.6102633
-0.7832787
-1.1938242
0.36958757
-1.3468189
-0.057334725
-0.3802694
-3.8687065
-1.9112872
2.0731466
-0.91454434
-0.8640431
-3.1563182
4.794337
-1.7254151
-5.488608
-0.7470768
3.989583
0.23697588
3.3996334
-2.4483688
0.11974319
2.8573885
0.5890703
0.799002
-4.0918236
