method,cor,imp_V0,pval_V0,imp_V1,pval_V1,imp_V2,pval_V2,imp_V3,pval_V3,imp_V4,pval_V4,imp_V5,pval_V5,imp_V6,pval_V6,imp_V7,pval_V7,imp_V8,pval_V8,imp_V9,pval_V9,imp_V10,pval_V10,imp_V11,pval_V11,imp_V12,pval_V12,imp_V13,pval_V13,imp_V14,pval_V14,imp_V15,pval_V15,imp_V16,pval_V16,imp_V17,pval_V17,imp_V18,pval_V18,imp_V19,pval_V19,imp_V20,pval_V20,imp_V21,pval_V21,imp_V22,pval_V22,imp_V23,pval_V23,imp_V24,pval_V24,imp_V25,pval_V25,imp_V26,pval_V26,imp_V27,pval_V27,imp_V28,pval_V28,imp_V29,pval_V29,imp_V30,pval_V30,imp_V31,pval_V31,imp_V32,pval_V32,imp_V33,pval_V33,imp_V34,pval_V34,imp_V35,pval_V35,imp_V36,pval_V36,imp_V37,pval_V37,imp_V38,pval_V38,imp_V39,pval_V39,imp_V40,pval_V40,imp_V41,pval_V41,imp_V42,pval_V42,imp_V43,pval_V43,imp_V44,pval_V44,imp_V45,pval_V45,imp_V46,pval_V46,imp_V47,pval_V47,imp_V48,pval_V48,imp_V49,pval_V49
0.5*CPI,0.05,0.005230530390077758,0.010414571616531018,0.0006053479097148231,0.13857172051990865,-0.0014333682214993588,0.24091464214844474,0.0031609085523764454,0.07522583309330068,0.016544179001618937,0.084312446262915,0.008897266223735857,0.2352471980593976,0.00264404194596764,0.23508422327130762,-0.0007123912623660212,0.2826734235166139,-0.00404702312669426,0.4260139470126705,-0.00013283727631298407,0.3252184554573301,0.0033833488696929583,0.17270264157181914,0.0008818276556515101,0.24803432884857007,-4.353983763091464e-05,0.23789906953623335,0.00044200465136467093,0.15294314521941302,0.0005169561771884225,0.23039243525350211,-0.009021041280313584,0.4053572689432551,-0.005532239470127495,0.3483480845349814,-0.00045730531528885804,0.2601272321244327,-0.001676210544510703,0.3475094642218561,0.0006580260343819085,0.21495191903747618,-0.0025495233749430503,0.41344142342178813,0.0022835327773478424,0.20227251879976343,0.0011106643199322466,0.08252453506294816,-0.00168549353174057,0.3123149267111754,-0.005010619327479627,0.26118958150823846,0.0008582585355392566,0.08931911647106078,-0.0013733958515387927,0.18130407315973646,-0.00038967773403388424,0.4019613711654488,0.0013954369854678357,0.1260785999550582,-0.0019336665352834464,0.24977856862256484,0.00019141052074116518,0.24273845043614442,-0.00424101550430711,0.30118125267683105,-0.0003996849362397973,0.1983305706383738,-0.002434842290962677,0.312394829239301,-0.0007363292034565135,0.28500043864702324,0.0010813910554882612,0.13069283406804139,-0.0013245838289998736,0.3881019066997803,-0.0015240638417817823,0.30467674365377795,8.303722425400039e-05,0.20899869014427616,0.0032581023305091935,0.2747008557241276,0.007255271502754471,0.21102006064685025,-0.0003819716850750806,0.19771991284230606,-0.0013061540280387975,0.3117224972766911,-0.0009593816050012221,0.4229106215335832,0.002348003098699449,0.26897608595924477,0.004323161198460342,0.24537177272104968,-0.0029958264657027585,0.2675348324300604,-0.002487817669849817,0.39405103447520295,0.001147038872735827,0.19447768814788174,-0.003851479680854304,0.3135049004879656
0.5*CPI,0.1,0.001396011855774015,0.25236899948485997,0.0008033848677284774,0.1303529770256763,0.0004474527228926796,0.18557315142479572,0.0009544918048456036,0.15069309129938824,0.002761374839568295,0.05955123794378162,0.00029652278939408067,0.2244460166235418,-0.0002866555383911455,0.25536372085278525,0.0028937665108210962,0.09000222230591136,-0.0005843726400307417,0.22832117057914866,-0.0019434349355555499,0.2893872943661667,-0.002338337526846842,0.32658479697788606,0.0025921184382679224,0.2002722810739634,0.0006390336443749569,0.0817632278790539,0.0014183116662009009,0.27707604309299916,-0.00036179141613563385,0.21286828033934044,-0.00013742627372799216,0.25665657165029165,0.001179353519568296,0.19341409845619018,0.00020990883626421445,0.15590119904895702,0.002630440956847564,0.1484411514315226,0.0002825856232853606,0.172184103944297,0.003854381181928943,0.15893628955962918,0.00029205583708965215,0.08560657933483673,-1.3563214887105657e-05,0.24929115180432618,7.13525838583162e-05,0.24973480927259695,0.00023029676791842333,0.21000462429635294,0.0006697387437726262,0.06076153140892314,-0.0004725655069641973,0.340727126614489,0.00029825303709170265,0.22418611331740762,0.0008552424846772938,0.28240413534526904,-0.0046264135462491494,0.20411328889775512,-2.374889428072071e-06,0.14535645800463864,0.00010417028895534056,0.2511959692486528,-2.8092386421129783e-05,0.1289853259582632,-0.00046707729988192755,0.22508613830869728,0.0017409186786392283,0.10075554461899937,0.0006610667594073912,0.2890940736685834,0.0008471448534777061,0.3008562596072827,-0.0011532587222427486,0.2050349587941903,-0.0005958027285650185,0.27063905584060477,0.0008054501989408797,0.14614384330573255,-0.00019253156345569748,0.29968031372091636,-0.00019441594690251536,0.21628748401374104,-0.004062979860160219,0.23666004095935744,0.0007876279415363613,0.19867907203851215,-0.0006625848756151,0.34385123043205673,0.0016931174832799398,0.18922644186819287,0.00016217564282000474,0.2105641353527554,-0.004142684585456132,0.2868895055451823,-0.0005703298715741537,0.2964814929538162,-0.0011042099001664692,0.35791072951326725
0.5*CPI,0.3,0.0014554202434418188,0.0970702852875146,0.0016674750373256578,0.12066069491927438,0.00029746902044506716,0.10559916946674013,0.00151983990094617,0.09350308642110322,0.014499967927032602,0.12192138555246188,-0.002234347703994303,0.17275751243192347,-0.003362640636851013,0.34056637381532745,-0.0019518708889716691,0.38059563852686373,-0.00015568524006118642,0.22354658050099452,-0.00024294344045904632,0.26921435260313986,-0.000133033092303158,0.22787505432835617,-0.0022373908476041784,0.3983443434317735,0.00036886440562163047,0.22918981412854433,-0.0031659763263104036,0.35598460069146964,0.0001517278883552788,0.1722666937684254,-0.001598409605066389,0.24162667914945804,-0.0003316370233419476,0.29236223576823606,0.0008102828852458595,0.3283627704189512,-0.0007579367617198623,0.3000000686239145,-0.0028002980434367274,0.33317087943935664,-0.0014074778652355732,0.3185779840214422,-0.0009137819378955739,0.27458540328647213,0.0006980584183946256,0.22031500254284994,0.00032779319542067167,0.2863913752735519,-0.006920117246403422,0.19329690417027007,-0.0018727839411989795,0.3713784038762359,-0.0018206512691755388,0.2413804650008524,0.002126732654568931,0.10520348330306742,-0.0018427042867448585,0.21567682201631513,0.00033893382649714126,0.25357830304549844,-0.002263609325484774,0.18281514147918398,-0.00013442794624817802,0.22105551015937605,-0.001069627211413138,0.1499791845273799,-0.001865346824045334,0.26440565359547374,-0.0005917862254722959,0.2224698435204006,3.268161549564654e-05,0.1859609622019158,-0.0007976687322887736,0.24980339503434695,0.00550505438594284,0.269928821634804,-0.0031493910884987726,0.2621917289145397,-0.0004195564584298027,0.3151862352214778,0.0009593096324879683,0.24130683608751777,-0.0020076581325236182,0.18716936791397368,0.0013650560848602823,0.10971562851396825,-0.0010552347491239297,0.3915383586934869,-0.004617332210433959,0.22956852464013675,-0.0010124738579325616,0.3196057081585686,0.001011872363541059,0.13982831416484262,0.0013683838480763023,0.16088092081603284,-0.0004433243944993215,0.18548506677642315,-0.0010223125297604567,0.3670086533947719
0.5*CPI,0.5,0.00710978221530077,0.1586747404070474,-0.0008031422208558986,0.3175545213656434,0.008337315929323736,0.0207659873212265,0.025422271645403213,0.005066573151495985,0.06306829427430571,0.0019410918577598456,0.006011263100600031,0.13055336594832895,0.0026295220549006513,0.15619614286916947,-0.0012261674016898585,0.2906006803243659,-1.5265104982066792e-05,0.3358218410967507,-0.00024352936416957506,0.2737446741475982,-0.0028279718709712733,0.3199212614810163,0.002865541561315502,0.27968169475751725,-0.010145443515575748,0.3046154845590032,0.0012385590114727554,0.18146514189252433,0.0038592540876981976,0.2983306871820718,-0.0032049029065520543,0.1616075667551897,-0.001522530137244183,0.30459545919812225,-0.007259853371214726,0.32218924151223793,-0.0009873831224831032,0.3009381840383865,-0.011508678563518383,0.34592252509849925,0.01664514664316267,0.09733800668812947,0.0033912106661658655,0.1858547933634438,-0.003479777829382069,0.2645493137887954,0.005230786076633815,0.07673778052813027,0.001264175826703604,0.19739380112529262,0.0001882114595132496,0.28026370093331965,0.0031757938218469647,0.2030525690676287,-0.00236625394793642,0.40709730305763764,0.0025072912657904977,0.2505060653438145,0.00048357176324269856,0.2756516680518404,-0.00028021101664884776,0.1519911348006953,0.0031222508620447993,0.21984763341768965,0.007552145786290332,0.17242320829282107,-0.0030836961444760786,0.3061607296628092,-0.0001421075890223584,0.20890846258838755,-0.0013109675556595354,0.19585514498571105,0.0029760711074481327,0.25096701252931763,-0.0010844189500579901,0.24172657025955888,-0.00048475664646854144,0.34333433425867627,-0.0016388228370171653,0.22326969018000023,-0.004507767417945763,0.4009916560634261,-0.00426314764466014,0.35754424123933604,-0.003359879086628347,0.3451216228289054,-0.005251750013531966,0.3749325761181127,-0.004762263272759244,0.30866822534207916,0.000646324966304265,0.2512346961734077,-0.004918572916098459,0.2920794479471094,1.366838714961238e-07,0.2883389958500803,0.0013432283723944902,0.19974880635861214,1.9341230903097417e-05,0.21917241652259636
0.5*CPI,0.8,0.06537131731147838,0.0006046146100182872,0.018083924240982818,0.006093465893698366,0.014993321420472607,0.025310901732977634,0.041190255402379534,0.0003696564467461648,0.051303200800667026,7.518226775440288e-05,0.004348610927209767,0.14657853974434146,-0.004757765188578742,0.3420880749563949,-0.0012386763411069632,0.23232302563360427,-0.00334412367686403,0.3989282070647087,-0.003259201107803926,0.3827962334035151,-0.00475525858043793,0.33225703463236445,0.0030081095308190403,0.25413934895189205,-0.0022174055387910265,0.33940256533157764,-0.0026001040720597343,0.3221352671830939,-0.001743778034837972,0.42487218944442295,0.001206212436940743,0.17209253808020966,-0.006042680770147812,0.41019299869462605,4.202242785158544e-05,0.18256333341394682,-0.0015269526099584141,0.2915208251804691,0.0007997027570138517,0.2433351396167006,0.0035336234685170915,0.21526097709702607,0.005194909397373556,0.2220742483088634,0.0022964889539833807,0.24539063169867575,-0.0061577592146571936,0.37110011878295746,-0.0025505263651617992,0.1928209273733271,-0.0022423570160468335,0.18819438473350564,-0.0034544738490013996,0.327687960317784,-0.0015649406348523798,0.3431593470187341,0.0006480306263352794,0.1368078000407494,-0.0009563308222929212,0.3007937242737542,0.0024226825578817263,0.2327104665083411,0.0011191703001259023,0.17418213320121248,-0.00484553437838798,0.293729456529393,0.0010275147178905326,0.2414133233253523,-0.0014846324632080655,0.354817681051371,0.0012976181643983725,0.23843563354618413,-0.004146032640806493,0.4245768573860682,0.0049777931582793596,0.14338603328123672,-0.0024937586586503174,0.3713820424048801,-0.0014211469384494693,0.2333531179605499,-0.00031160651790930943,0.3611039247857264,-0.003429054713687206,0.336486235119701,0.0017841725090393043,0.22322788417179615,0.0020855666525386634,0.08640731936743276,-0.00036301855857129214,0.29054211332797336,-0.0017001637566226532,0.3314248798770879,-0.005824946538171164,0.4300797324695246,0.00278736335949395,0.2270995942094186,0.0015449733136122317,0.35774569325816674,-0.020452931870074048,0.28028968064463816
PFI,0.05,0.012131838163442694,0.05449060688364196,0.0003555441222359278,0.3201092794576096,-0.008146694140252438,0.48339094639991587,0.007062359853162893,0.16308694301484644,0.04235803216848112,0.15809281709046835,0.02249654807001662,0.5254425460528421,0.007000082465470381,0.44223843565688403,-0.0017010257957382421,0.5828617955346593,-0.004225839183396678,0.8134787582949798,-0.0011951216448141382,0.6972226457336017,0.00804754619243595,0.35481754513165265,0.005351100526132057,0.4616950247030906,0.0008385152187928435,0.46331367769545556,0.002516688193762178,0.2526696976594821,0.0034225788107994926,0.42086583218307555,-0.021148823766076706,0.8622579112715543,-0.011155648835717598,0.6178139785757668,0.0008164110961364694,0.4733657655695242,-0.004375047094088104,0.7010483794061184,0.001547615227793633,0.41035870193929286,-0.006218741359792237,0.8378864251672843,0.0015685019380501004,0.46070810688596414,0.004550512167424306,0.15696510168749456,-0.002683774947204064,0.6033837120267718,-0.01179501157236315,0.56545489046117,0.001593674595844379,0.19117824671248737,-0.004095811975008157,0.41977847295117454,-0.0029345824436036957,0.8399752273736847,0.003419329069854061,0.27361605227325503,-0.00440876852814672,0.49771690784982453,0.00046456952948730477,0.5503619903104646,-0.009842642373747922,0.6181198273588708,-0.0021891745986899035,0.4473703507650039,-0.0064591686487207815,0.6255386458862935,-0.0017748727411172694,0.4808883081433444,0.001929457948972291,0.2854758869372064,-0.0017856705159886065,0.7318047263522118,-0.004179701343530719,0.6250076956928161,0.0006904498903833498,0.45829324484843176,0.010973399593065127,0.5748289958320834,0.019580494245369055,0.3686619657898217,-0.0009356619293631165,0.39503574479967724,-0.002838571077037074,0.6165322640955775,-0.0021999129640224617,0.7774050030562373,0.003694439280066669,0.5450508512861267,0.011686057559741633,0.4301306101202689,-0.00997854862465917,0.6033260459838004,-0.005778298239281022,0.7780415566094427,0.005432469882384811,0.3840514873787564,-0.008554651968680892,0.6690979494605711
PFI,0.1,0.0033340742129542166,0.5091190185811729,0.0019168684990408529,0.31915187583273624,0.0017102870070081608,0.260429836245598,0.002445063489173464,0.2984538553703008,0.008816165922725787,0.1152252496373325,0.0020980312384388817,0.3546018001072469,-0.000290787881415877,0.5010718980979736,0.005975137600729996,0.1916681917242195,-0.0011520761012268836,0.4580737706756141,-0.005458869374665305,0.5813868566558423,-0.007250577840142215,0.7599554102533278,0.006450903951132125,0.4279809297502891,0.001624728274038707,0.19776413810105542,0.006166320354640158,0.48669712589057856,-0.00047795713766888496,0.37294787157600073,8.555966431955501e-06,0.47233670206294104,0.0029830296895644844,0.3940653266433265,0.0005494616929573324,0.259935176154308,0.006579302987092141,0.29161240401452854,-0.00045771095984827417,0.3029370269940439,0.005727122328214464,0.301649435981335,0.00023885657448446775,0.20755515194140944,0.0009883063459237714,0.449493843650072,-0.0008258255830999725,0.541539392992621,0.0005422022029919275,0.41071168338809544,0.0007672114244738109,0.16335421346766163,0.00012881939555753675,0.51369334747282,0.0008932757121636797,0.4430467529641245,0.001033775285830803,0.5223982801650446,-0.01091122647673925,0.40138216482925687,0.0003383180596457467,0.24257572646169992,-8.786256259140628e-05,0.5369954938694741,-0.0005895523812919793,0.3545055154095059,-0.0022610646127636464,0.5199439040944132,0.003439796396531816,0.1834518597535687,0.002375507767514393,0.5518992470632833,0.0020210465129247832,0.5853953201843978,-0.0007398840319112184,0.40073606168473225,-0.0009994360445193698,0.5092651168122685,0.0018081239588640023,0.25200514194644313,-0.0003631408136886147,0.6539035347983397,-0.0006275091323919294,0.42218558186784794,-0.014536959293638688,0.4869741521979936,0.001927419506378738,0.44268185008419747,-0.001109374228332148,0.6655267138408568,0.004373515136503971,0.3505965159604868,-0.0010423335081909731,0.4527024279549415,-0.008524743575830987,0.48107354390745877,-0.00125509858379625,0.6030996362679477,-0.0025993541229284334,0.7536901466242585
PFI,0.3,0.008850221889951247,0.14097629015257301,0.011130956275690572,0.15775507457957813,0.007421625175437467,0.07238804690920558,0.006786202474021805,0.17469932143146774,0.04264682460327728,0.19072413709011293,-0.010457169971626134,0.29533394127539125,-0.006853793081189347,0.647177977055861,-0.005336631910307959,0.6828160364216987,-0.001097450905329485,0.482660231580187,0.0002880804661939769,0.48056212065854,-0.0016090231060818122,0.4807276232617816,-0.005998076583034244,0.7653079626370991,0.0018279616552848788,0.42701943937428727,-0.007535386221768523,0.8129345491671225,-0.0018562144585328626,0.37191431111466366,-0.006479992288376687,0.5531694467619339,-0.0010777298826337072,0.5437908778215709,0.00631563552488325,0.5646382772960874,-0.00405102849283518,0.6485745406848958,-0.007969151743441726,0.7352793567213801,-0.0032193180038381057,0.6400043719592428,-0.0019356730285761392,0.4955386802873956,0.0022780103157262516,0.533778770599146,3.085036460767146e-05,0.5690549965094612,-0.015088681048349655,0.3602562944167736,-0.0037310492484599876,0.6752454533046299,-0.002344485526322228,0.37900626653582664,0.008942727239788633,0.15298656956720444,-0.006424487402326529,0.32850098315670634,0.0005946245306339897,0.53073594147867,-0.005524673964168474,0.3199977088750078,0.0008193841913146835,0.30866582833223466,-0.0018923604279105478,0.2495678359723979,-0.003732583684570007,0.5299490671858266,-0.0019039314479916887,0.38654294181409876,0.0008093167189941639,0.30751222008183554,0.003844038314111779,0.28365913944051085,0.017212859727600914,0.5612520650839707,-0.008932344031612964,0.6955241838101249,-0.0011678719918672804,0.6288883225947405,0.0022011626384350062,0.4425156845784222,-0.004790834668802548,0.3626566544079856,0.0032087192136839894,0.21403989049350378,-0.0028392562287845686,0.7803242432219981,-0.007098099272345927,0.46386480520539275,-0.002215493555540515,0.5215405968451599,0.003282059645915808,0.17499409727575033,0.0005023288124980431,0.3451168228800203,-0.0005041201345714084,0.27463190654707365,-0.002466167079256877,0.7519674188476707
PFI,0.5,0.023079733956192162,0.44671144515261507,0.005351000262615463,0.4749536373048712,0.040659513194100196,0.01266042051395753,0.09547067560396606,0.004805407268373478,0.20438347539563662,0.002811348499090721,0.027108337906037044,0.2087820285998316,0.04196002813982147,0.25693248124549234,0.015629010217393036,0.45603000145943695,-0.002932122854109182,0.6445782363947139,-0.00023092260766592653,0.4188494235588186,-0.006980673545595451,0.6635917394990416,0.00421323078513155,0.5572106612710319,-0.03157521147805095,0.5859714252162802,0.014506080841902106,0.32706583062308464,0.037354297528093015,0.5348064722764352,-0.010619349906937147,0.31072976471852604,0.004671965589596265,0.4242948486248824,0.015084508880702759,0.6303625679351208,0.002780039704643697,0.3261549781334674,-0.025808525663954893,0.6287731849312105,0.0502599842734218,0.21646994672956316,0.021290198214803813,0.21806759034685322,-0.016011371250170648,0.4203952370845146,0.010660150396106549,0.07351949231555592,0.00288535287658007,0.3602110003034707,0.0037402092104252605,0.4227866018631147,0.01613540257575614,0.31854910350538307,-0.00340355739312494,0.6309794615345544,0.00978215646641845,0.19749542029345146,0.022318184839174506,0.15436001115297263,-0.007923580777438533,0.4297995721073649,0.00307098555600063,0.5020202426193393,0.01634498697172511,0.35694693694904633,-0.007730439053140004,0.6393602398515302,0.0047879796240683494,0.18546841732734595,-0.00597830948124674,0.48744734606989853,0.01017070101439376,0.4170639109598431,0.006061032531003141,0.45418414315983757,-0.005470240269211181,0.7008518899604192,-0.00029319765740961365,0.40316829131997023,-0.017826586252042892,0.6065575911259214,-0.012042141478726457,0.577777887361843,-0.010607299805723561,0.5846883187549541,-0.020259101614170202,0.8524111776377956,-0.018567080404038292,0.5578571842673674,0.003576486940291604,0.44219972307298505,-0.026107685493420848,0.6282924472168272,0.010602908526411662,0.35753930386690647,0.008819063773567514,0.49443376234624026,-0.0009597654243109407,0.4363971401462252
PFI,0.8,0.5963127198238715,0.0003451551223048241,0.5476877402447096,0.00016964619178302338,0.4693042751010605,8.153887503400163e-05,0.7875545876955857,0.00015112157676209218,0.76008524128141,3.1235574818316144e-05,0.22179924920692534,0.006260185999578866,0.13679470626527812,0.036354391178105114,0.03815402341363952,0.3818184236723474,-0.006801767165605899,0.34247746462025574,-0.009647470105919735,0.5454543287946377,-0.014935728867020352,0.7844817844972757,0.03812158823765869,0.5137633755162341,0.07281579444073057,0.5892643057038542,-0.009678946325151249,0.4132340720901658,-0.008627037287067651,0.6525721974743774,0.003919081295233859,0.19443649711582425,-0.021509136722762254,0.31523051884705977,0.0025482583049545792,0.1749604831988142,0.06268131706330313,0.06728813146447696,0.015574048903727938,0.3230352160070594,0.05026511301289227,0.4173298731641939,0.049123123055561074,0.4417586678225571,0.015182958345390596,0.1095560863751833,-0.044300469354341246,0.676399550529609,-0.0009971081295124754,0.3074217448418201,-0.017191738884040356,0.5104715930830783,-0.01617695697299304,0.622053323752621,-0.017294596965398874,0.5995394796781882,0.014603220709660482,0.3305702895478697,-0.018981166299058935,0.6283103640878366,-0.013296558896728443,0.6724106100977518,0.022128027685175963,0.0727430527111343,-0.0017598905976037096,0.46432026600132653,0.011655838872680006,0.2330428983300093,-0.021910666340151513,0.4458022876738646,0.021517360683530787,0.428273421901468,-0.021699042982770398,0.7301581928540039,0.006933901039081982,0.35984463682300044,-0.0158407477851387,0.4299087021363998,-0.022370266504507606,0.3472547763193184,0.023375092192822616,0.5219901523801856,-0.02161266649835632,0.6624768604913397,0.03046051302295478,0.4162003157271271,0.0071172826844943604,0.0806536265003033,-0.008350409360857706,0.40268990506464797,-0.03802652325004244,0.5260176323669373,-0.07875055909150563,0.6635132206260305,-0.025389856522088118,0.6315515199902151,0.07424369122165511,0.3803305089229576,-0.09778540424720292,0.6834886846533021
