method,intra_cor,imp_V0,pval_V0,imp_V1,pval_V1
LOCO,0.65,1.4257959313298008,0.0004940869200133369,0.4051205332592449,0.022560750832394373
LOCO,0.85,1.2283212957266367,0.013469162343061303,-0.20733326464553273,0.1999392335356149
LOCO-AC,0.0,6.385163431893097,0.0013367882375325026,1.2784916955688705,0.0203600597696316
LOCO-AC,0.05,5.269607200471375,0.0008525495498794034,1.2981878831980485,0.012753553545874626
LOCO-AC,0.1,5.67744118418204,0.0004692063282258412,1.37772748806465,0.023070127707328855
LOCO-AC,0.2,5.6309724252393405,0.0007833640717759024,1.6101567723067824,0.007727479343255534
LOCO-AC,0.3,4.542697138876282,0.0024098961071320436,0.7895813243003581,0.0438098908292001
LOCO-AC,0.5,3.894612271817548,0.0041347967124175265,0.6760161080052847,0.02297272729095412
LOCO-AC,0.65,1.905912907241455,0.01216469081925894,0.3073947538056466,0.060455016814682204
LOCO-AC,0.85,0.9453267433643461,0.029926144360636397,0.35121797258399406,0.10850429292537254
Robust-CPI,0.0,3.4960686938020085,1.4625247936949972e-18,0.9765934871997495,2.05823061605032e-08
Robust-CPI,0.05,3.2377637232682557,8.033391067564304e-19,0.6939578670971037,6.332904409016969e-12
Robust-CPI,0.1,3.0333457276849667,7.601007077610613e-15,0.9019551126990879,8.263550375024295e-08
Robust-CPI,0.2,2.967449448777974,5.891733136341641e-15,1.0251517953396847,1.8945110823685217e-11
Robust-CPI,0.3,2.798191738247622,2.5510828082553276e-12,0.5971644841734559,2.1633652456876974e-07
Robust-CPI,0.5,1.9884898584330923,1.5111049195186792e-10,0.4893103583404126,2.7377033400388164e-05
Robust-CPI,0.65,1.8998607725439636,7.256666202857416e-10,0.49283871091006987,9.00234564784961e-05
Robust-CPI,0.85,1.0407507250324763,5.501401892732861e-07,0.23686069085627612,0.00872634029505243
0.5*CPI,0.0,2.6434203774776925,5.943849003561476e-37,0.6834472895094273,4.958067413969153e-15
0.5*CPI,0.05,2.308744819338512,6.108594425757323e-36,0.7927826566473972,5.337534704788877e-24
0.5*CPI,0.1,2.8696310527462434,3.2197318197822533e-28,0.7093454465840355,2.0902984973524272e-16
0.5*CPI,0.2,2.5960650898155637,9.088408290703404e-29,0.6344467362222145,4.945801535782265e-22
0.5*CPI,0.3,2.0498795101739002,1.4226962718984615e-21,0.6138435003967895,2.6191949447764416e-13
0.5*CPI,0.5,1.400564021301614,9.366467381186289e-20,0.7425668625283606,1.6397712885198728e-12
0.5*CPI,0.65,1.4978107034834052,9.559181483769954e-18,0.32446838509663295,2.2346159828414976e-08
0.5*CPI,0.85,0.6663675242833068,1.0874258872586525e-11,0.25955981682426305,3.157089499303947e-05
PFI,0.0,7.338575987658423,1.203328904996538e-31,1.9078798575661227,3.2666977899055907e-16
PFI,0.05,7.0291605311663785,2.1165263406089348e-34,2.282248757664718,6.36956408930862e-21
PFI,0.1,8.904422212449957,3.206382858892399e-35,2.1098806796604106,3.7597489692517385e-16
PFI,0.2,9.225654879979423,7.155480570141126e-29,1.971123845582984,6.426849809653942e-26
PFI,0.3,6.867219974831062,5.72197160586395e-31,2.3483495702397064,4.928414403764226e-16
PFI,0.5,6.071615417156039,3.659744432813675e-28,3.8438046327265676,1.7415282677991784e-18
PFI,0.65,8.059799792032956,4.930057434336828e-27,2.3421508119450234,3.1354193766249853e-09
PFI,0.85,7.050294164306181,5.981323284873492e-29,3.407427579167184,3.2981670793406174e-15
LOCO,0.0,4.3358771377493746,2.7031878957473057e-10,0.5827605759552893,0.0014078120104856983
LOCO,0.05,4.55608926078043,8.438235951535589e-07,0.686193397697859,0.002092786808383762
LOCO,0.1,4.2860341072657775,6.613078969230912e-06,0.6844358901682506,0.0005591070407332977
LOCO,0.2,2.6832842431802635,1.477272793066753e-05,0.9667989012529242,0.004212606595155877
LOCO,0.3,2.853848058449442,2.5465031887983435e-05,0.17949142748627578,0.019015860259872987
LOCO,0.5,2.286800888993042,6.0092725411942104e-05,0.5907923530387313,0.0021764046907408073
LOCO,0.65,2.2696672046594566,0.0004940869200133369,0.5468509317469725,0.022560750832394373
LOCO,0.85,0.5372592235918232,0.013469162343061303,0.36181557558984934,0.1999392335356149
LOCO-AC,0.0,5.262558246346549,0.0013367882375325026,1.722618850349407,0.0203600597696316
LOCO-AC,0.05,5.751649656935767,0.0008525495498794034,1.5106846362484123,0.012753553545874626
LOCO-AC,0.1,6.91804227980028,0.0004692063282258412,1.339121634470089,0.023070127707328855
LOCO-AC,0.2,5.279314918054924,0.0007833640717759024,1.4926483407734943,0.007727479343255534
LOCO-AC,0.3,5.155585299964222,0.0024098961071320436,1.6084196550150973,0.0438098908292001
LOCO-AC,0.5,3.356651313266616,0.0041347967124175265,1.330916173710427,0.02297272729095412
LOCO-AC,0.65,1.465158333528074,0.01216469081925894,0.4982928599782818,0.060455016814682204
LOCO-AC,0.85,1.02397352255357,0.029926144360636397,0.3840436306131743,0.10850429292537254
Robust-CPI,0.0,3.393078681046195,1.4625247936949972e-18,0.8391675644462915,2.05823061605032e-08
Robust-CPI,0.05,2.920981881388394,8.033391067564304e-19,0.9538247456422964,6.332904409016969e-12
Robust-CPI,0.1,3.652737624313627,7.601007077610613e-15,0.8952504040100769,8.263550375024295e-08
Robust-CPI,0.2,3.0008769713369445,5.891733136341641e-15,0.794249848504588,1.8945110823685217e-11
Robust-CPI,0.3,2.7054007661246344,2.5510828082553276e-12,0.6522798709208534,2.1633652456876974e-07
Robust-CPI,0.5,1.8489652150037625,1.5111049195186792e-10,0.7301954142351418,2.7377033400388164e-05
Robust-CPI,0.65,1.7327173094567023,7.256666202857416e-10,0.39323074234079003,9.00234564784961e-05
Robust-CPI,0.85,0.8967576128039927,5.501401892732861e-07,0.27427070060360065,0.00872634029505243
0.5*CPI,0.0,2.1751765473310845,5.943849003561476e-37,0.7438055004383887,4.958067413969153e-15
0.5*CPI,0.05,2.747692178184288,6.108594425757323e-36,0.9488843197766866,5.337534704788877e-24
0.5*CPI,0.1,2.0941033104165276,3.2197318197822533e-28,0.6525198550528967,2.0902984973524272e-16
0.5*CPI,0.2,2.086317014461908,9.088408290703404e-29,0.8387259280391137,4.945801535782265e-22
0.5*CPI,0.3,2.009111689464333,1.4226962718984615e-21,0.6385687478404775,2.6191949447764416e-13
0.5*CPI,0.5,1.717504429548018,9.366467381186289e-20,0.38495919560133657,1.6397712885198728e-12
0.5*CPI,0.65,1.2701722152390478,9.559181483769954e-18,0.47158676551036294,2.2346159828414976e-08
0.5*CPI,0.85,0.5063627007709275,1.0874258872586525e-11,0.2867381085346594,3.157089499303947e-05
PFI,0.0,5.959510697363816,1.203328904996538e-31,2.0420417527321515,3.2666977899055907e-16
PFI,0.05,8.109871247151895,2.1165263406089348e-34,2.5636650461225083,6.36956408930862e-21
PFI,0.1,6.687193245606272,3.206382858892399e-35,1.9541462117068904,3.7597489692517385e-16
PFI,0.2,6.7870488465989345,7.155480570141126e-29,2.8354750376965625,6.426849809653942e-26
PFI,0.3,7.03856253325264,5.72197160586395e-31,2.3557158476984346,4.928414403764226e-16
PFI,0.5,8.100456819574008,3.659744432813675e-28,2.0046423624289456,1.7415282677991784e-18
PFI,0.65,6.428965191837688,4.930057434336828e-27,2.978581814612538,3.1354193766249853e-09
PFI,0.85,5.70395111827608,5.981323284873492e-29,3.5588354492314282,3.2981670793406174e-15
LOCO,0.0,3.1412764331059746,2.7031878957473057e-10,1.334481485796521,0.0014078120104856983
LOCO,0.05,3.6522520118337716,8.438235951535589e-07,1.0509044799506664,0.002092786808383762
LOCO,0.1,3.888402538841058,6.613078969230912e-06,1.3199211062088303,0.0005591070407332977
LOCO,0.2,2.4465244224702496,1.477272793066753e-05,0.9268350427467986,0.004212606595155877
LOCO,0.3,2.984291146805265,2.5465031887983435e-05,0.4293275954191326,0.019015860259872987
LOCO,0.5,1.7473304945871175,6.0092725411942104e-05,0.4516766758789537,0.0021764046907408073
LOCO,0.65,0.8044546677268982,0.0004940869200133369,0.8881342332101474,0.022560750832394373
LOCO,0.85,0.456546214243045,0.013469162343061303,0.33180294393031506,0.1999392335356149
LOCO-AC,0.0,4.89566536526256,0.0013367882375325026,1.1664224763207345,0.0203600597696316
LOCO-AC,0.05,5.8418032679296115,0.0008525495498794034,1.6431251020622084,0.012753553545874626
LOCO-AC,0.1,5.528014407109245,0.0004692063282258412,1.4381539486997545,0.023070127707328855
LOCO-AC,0.2,3.6480535564347,0.0007833640717759024,1.2563016045355495,0.007727479343255534
LOCO-AC,0.3,3.5738488801097064,0.0024098961071320436,1.2035758608009481,0.0438098908292001
LOCO-AC,0.5,4.047854969943975,0.0041347967124175265,1.045653235060159,0.02297272729095412
LOCO-AC,0.65,1.0146123377377658,0.01216469081925894,0.8598215230365145,0.060455016814682204
LOCO-AC,0.85,0.9961566290539376,0.029926144360636397,0.28452332054240576,0.10850429292537254
Robust-CPI,0.0,2.8208786861032005,1.4625247936949972e-18,0.918360714767685,2.05823061605032e-08
Robust-CPI,0.05,3.5076454124944725,8.033391067564304e-19,1.0221853028875547,6.332904409016969e-12
Robust-CPI,0.1,2.7173550131794455,7.601007077610613e-15,0.7428150620383646,8.263550375024295e-08
Robust-CPI,0.2,2.6695268411339956,5.891733136341641e-15,0.9347406560728736,1.8945110823685217e-11
Robust-CPI,0.3,2.5570018920000908,2.5510828082553276e-12,0.725442987617974,2.1633652456876974e-07
Robust-CPI,0.5,2.0832257767889795,1.5111049195186792e-10,0.4804509974245729,2.7377033400388164e-05
Robust-CPI,0.65,1.6460392936262305,7.256666202857416e-10,0.591255313399889,9.00234564784961e-05
Robust-CPI,0.85,0.6696957847638865,5.501401892732861e-07,0.3440498085680911,0.00872634029505243
0.5*CPI,0.0,3.138165961771707,5.943849003561476e-37,0.8132444729170065,4.958067413969153e-15
0.5*CPI,0.05,2.4674647319474543,6.108594425757323e-36,0.883293670070189,5.337534704788877e-24
0.5*CPI,0.1,2.4074992137582414,3.2197318197822533e-28,0.7110206726566493,2.0902984973524272e-16
0.5*CPI,0.2,2.4470029930930846,9.088408290703404e-29,0.7819209686888314,4.945801535782265e-22
0.5*CPI,0.3,1.8632817311597631,1.4226962718984615e-21,0.6317083273115769,2.6191949447764416e-13
0.5*CPI,0.5,1.6278990979911552,9.366467381186289e-20,0.560065089758258,1.6397712885198728e-12
0.5*CPI,0.65,1.3103862999345859,9.559181483769954e-18,0.5466541753886465,2.2346159828414976e-08
0.5*CPI,0.85,0.6093856893927367,1.0874258872586525e-11,0.16600931158651214,3.157089499303947e-05
PFI,0.0,8.689884637418979,1.203328904996538e-31,2.2469325923595327,3.2666977899055907e-16
PFI,0.05,7.195646753754825,2.1165263406089348e-34,2.523581503868519,6.36956408930862e-21
PFI,0.1,7.554194386819152,3.206382858892399e-35,2.18171496046042,3.7597489692517385e-16
PFI,0.2,8.23007969644681,7.155480570141126e-29,2.5442924012738306,6.426849809653942e-26
PFI,0.3,6.625850533422881,5.72197160586395e-31,2.23320260232102,4.928414403764226e-16
PFI,0.5,7.367910183251722,3.659744432813675e-28,2.4982783995435085,1.7415282677991784e-18
PFI,0.65,7.386691170445776,4.930057434336828e-27,3.111177028590725,3.1354193766249853e-09
PFI,0.85,7.018920191678257,5.981323284873492e-29,2.591211044936234,3.2981670793406174e-15
LOCO,0.0,3.8036635159235965,2.7031878957473057e-10,1.066025533537323,0.0014078120104856983
LOCO,0.05,2.577343168716957,8.438235951535589e-07,0.665526228973613,0.002092786808383762
LOCO,0.1,3.6331549732961452,6.613078969230912e-06,0.980941059617782,0.0005591070407332977
LOCO,0.2,2.5999927490014763,1.477272793066753e-05,0.36730776014132827,0.004212606595155877
LOCO,0.3,3.267163776890714,2.5465031887983435e-05,0.9211284132905924,0.019015860259872987
LOCO,0.5,1.6842027280906828,6.0092725411942104e-05,0.37660431553840734,0.0021764046907408073
LOCO,0.65,2.057625019064106,0.0004940869200133369,0.1469377205402464,0.022560750832394373
LOCO,0.85,0.7125637424768734,0.013469162343061303,0.32366802422951674,0.1999392335356149
LOCO-AC,0.0,6.60498289984684,0.0013367882375325026,1.5727098860952087,0.0203600597696316
LOCO-AC,0.05,5.354788517900431,0.0008525495498794034,0.8596422015818261,0.012753553545874626
LOCO-AC,0.1,5.905210127490308,0.0004692063282258412,1.2979911489461284,0.023070127707328855
LOCO-AC,0.2,5.931714904506436,0.0007833640717759024,1.300633609706069,0.007727479343255534
LOCO-AC,0.3,3.875845254065331,0.0024098961071320436,1.732674381481813,0.0438098908292001
LOCO-AC,0.5,3.7466665944303053,0.0041347967124175265,1.263099779766971,0.02297272729095412
LOCO-AC,0.65,1.6145506481344682,0.01216469081925894,0.7611733667010713,0.060455016814682204
LOCO-AC,0.85,0.5271349102561204,0.029926144360636397,0.3625132861127053,0.10850429292537254
Robust-CPI,0.0,3.895639049896233,1.4625247936949972e-18,1.0333321773269928,2.05823061605032e-08
Robust-CPI,0.05,3.2201674802627145,8.033391067564304e-19,0.9224924646449293,6.332904409016969e-12
Robust-CPI,0.1,3.2297636228061117,7.601007077610613e-15,0.7454458095341502,8.263550375024295e-08
Robust-CPI,0.2,2.9941417761028424,5.891733136341641e-15,0.9574478312028512,1.8945110823685217e-11
Robust-CPI,0.3,2.5189920554171197,2.5510828082553276e-12,0.7715848395893785,2.1633652456876974e-07
Robust-CPI,0.5,2.10826776523846,1.5111049195186792e-10,0.7366720966756347,2.7377033400388164e-05
Robust-CPI,0.65,1.581347730484316,7.256666202857416e-10,0.5881963909673513,9.00234564784961e-05
Robust-CPI,0.85,0.773206838159143,5.501401892732861e-07,0.15542899272671382,0.00872634029505243
